pair_ID	sentence_A	sentence_B	relatedness_score
4285	Um cachorro está latindo	Não tem nenhum cachorro latindo	3.4
4286	Duas crianças e um adulto não estão parados próximos a um galho de árvore	Duas crianças estão penduradas em um galho grande	2.4
4287	Um menino está pendurando uma vara de pesca e correndo na frente de um peixe	Não tem nenhum menino segurando uma vara de pesca e correndo na frente de um peixe	3.4
4288	Os corredores estão competindo em volta da pista	Os corredores estão competindo impetuosamente em torno da pista	4.7
4289	Um casal está correndo em direção à água	Um casal está correndo em direção ao oceano	4.6
4290	A mulher com um chapéu preto está usando óculos de sol	Uma mulher está vestindo uma touca egípcia	2.3
4291	O gato está lambendo leite de um pires	O gato está lambendo um prato raso cheio de leite	4.2
4292	Um homem com equipamento usado para escalada está pendurado em uma rocha branca e vertical	Uma mulher com um rabo de cavalo está descendo um muro de pedras	2.7
4293	Um homem está liderando a corrida	Um homem está conduzindo a parte final da corrida	3.1
4294	A pessoa está cortando em cubos uma pimenta que é laranja	Um cozinheiro está rapidamente fatiando alguns pimentões	3.9
4295	Um homem irritado está mirando um chimpanzé dando pontapés	A mulher está despejando óleo em uma sautese	1.0
4296	Uma jovem senhora com cabelo castanho claro está usando um colar vermelho, um moletom e brincos e está sorrindo	Uma menina adolescente está guardando miçangas que são vermelhas	2.0
4297	Um homem está tirando um prato de queijo ralado de uma panela de molho	Um homem está despejando um prato de queijo ralado em uma panela de molho	3.9
4298	Um trem de brinquedo está atingindo um carro de brinquedo	Um carro e um trem estão atingindo um brinquedo	3.2
4299	O violão está sendo tocado por uma senhora	O violão está sendo vendido por uma senhora	3.1
4300	Nadadores estão competindo em um lago	Diversos nadadores estão pulando para fora de água	3.2
4301	Um praticante de karatê está chutando um outro homem que está usando luvas protetoras de boxe	O homem não está praticando kickboxing com um treinador	3.4
4302	A banda está cantando	Uma mulher está cuidadosamente removendo sua maquiagem	1.0
4303	O urso panda está deitado sobre os troncos	Um panda que é fofo está deitado	4.3
4304	O homem está fatiando vegetais	O homem não está fatiando vegetais	4.3
4305	Uma mulher e um homem estão caminhando	Um homem está passeando na chuva	2.3
4306	Um piano está sendo tocado por um homem	Um menino está alegremente tocando um piano	3.2
4307	Uma mulher está andando em uma moto aquática	A pessoa está andando de jet ski nas ondas	4.3
4308	Um homem está conversando ao telefone	Não tem nenhum homem cantando para uma mulher	1.9
4309	Algumas crianças estão pulando em um trampolim	Algumas crianças estão pulando de um trampolim	3.8
4310	Alguém está digitando em um teclado	Alguém está escrevendo	3.0
4311	Uma mulher, que é velha, está perto de um cachorro branco	Uma mulher e um cachorro estão sentados tranquilamente em um toco de árvore	3.69
4312	O cavalo está sendo montado pela menina	A menina está borrifando as plantas com água	1.4
4313	Dois espectadores estão lutando kickboxing e algumas pessoas estão assistindo	Duas pessoas estão lutando kickboxing e espectadores estão assistindo	4.0
4314	Uma mulher em uma pedra está deitada em um cobertor e está lendo um livro	Uma mulher sentada está cantando uma música e tocando violão	1.9
4315	Uma pessoa está cortando uma cebola	Não há nenhuma pessoa cortando uma cebola	3.3
4316	A apresentação não está sendo assistida por uma sala de aula de estudantes	A apresentação está sendo assistida por uma classe de estudantes	4.4
4317	Um homem está falando em um pódio	Um homem está agradecendo em um palco na frente de uma multidão	3.3
4318	Os meninos estão dançando na frente de algumas pessoas	Alguns meninos estão na frente de pessoas dançando	3.7
4319	Um homem não está falando ao telefone	Um homem está cantando para uma mulher	2.2
4320	Um homem vestido de preto está andando de bicicleta	Não tem nenhum homem vestido de preto e andando de bicicleta verde	3.2
4321	Alguém está dando comida a um animal	O piano está sendo tocado por alguém	1.0
4322	Uma pessoa está acariciando o pelo de um gato	Uma pessoa está penteando o pelo de um gato	4.1
4323	Alguém está caindo de um cavalo	Alguém está em um cavalo	3.8
4324	O homem está mexendo o óleo	O homem está mexendo o molho para o frango	3.6
4325	Um homem está digitando em uma máquina usada para taquigrafia	O homem não está operando um estenógrafo	3.7
4326	Alguém está fervendo quiabo em uma panela	Alguém está sendo fervido com quiabo em uma panela	2.7
4327	Um homem está falando	O homem está dançando	2.1
4328	Um homem está abrindo um pacote que contém fones de ouvido	Não tem nenhuma mulher andando a cavalo	1.0
4329	O menino está brincando na lama	O gato está brincando com um dispositivo	1.0
4330	Esse grupo de pessoas está praticando salvamento na água e usando coletes salva-vidas	Um grupo não está pegando a correnteza em um bote	2.8
4331	Um macaco está chutando raivosamente um alvo	Um chimpanzé está chutando agressivamente o alvo	4.8
4332	Não tem nenhum homem comendo uma banana	O homem está comendo uma banana perto de uma árvore	4.2
4333	Um gato está balançando em um ventilador	Um gato está preso em um ventilador de teto móvel	4.3
4334	Um gato está sentado em um piano	Um gato está tocando teclados	3.4
4335	Alguém está digitando	Alguém está digitando no teclado	4.4
4336	Uma menina está tocando violão	O homem não está tocando intensamente o violão	3.0
4337	Um homem está se exercitando	Um bebê está rindo	1.1
4338	O homem está cortando a fita na caixa	O homem não está cortando a fita da caixa	3.5
4339	A senhora está medindo o tornozelo de outra mulher	Uma jovem senhora está medindo o tornozelo de outra mulher	4.7
4340	Uma bola feita de madeira está sendo jogada pela porta em frente a um grande grupo de meninos	As crianças estão brincando em frente a uma porta grande	3.4
4341	Um homem está cuspindo	Não tem nenhum homem cuspindo	4.1
4342	Poucas pessoas estão comendo em mesas vermelhas em um restaurante sem luzes	Várias pessoas estão comendo em mesas vermelhas em um restaurante com luzes roxas lotado	3.2
4343	Um macaco pequenino está andando pela água	Um macaco pequenino está andando no rio	4.3
4344	O menino está borrifando as plantas com água	A menina está andando de cavalo	1.2
4345	Um homem está fatiando um pão	Não tem nenhum homem fatiando um pão	3.5
4346	A mulher não está rachando dois ovos em uma tigela de vidro	Uma mulher está quebrando um ovo em uma tigela	3.0
4347	Tofu está sendo fatiado por uma mulher	Um mágico está cortando uma menina em dois pedaços como se fosse manteiga	1.3
4348	Um piano está sendo tocado por um homem	O pianista está sendo um homem difícil	3.4
4349	Alguém está descascando uma banana	Não tem ninguém descascando uma banana	3.3
4350	A mulher está comendo	Não tem nenhuma mulher batendo ovos	2.1
4351	Um homem está perigosamente jogando facas em uma árvore	O homem está fazendo um truque de magia	2.7
4352	Ninguém está praticando salvamento na água e usando coletes salva-vidas	Esse grupo de pessoas está praticando salvamento na água e usando coletes salva-vidas	3.4
4353	Um homem de boné está tocando harpa	Um homem está tocando um violão	2.25
4354	Um grande grupo de pessoas asiáticas está comendo em um restaurante	Um grupo de pessoas em um grande restaurante asiático está comendo	3.5
4355	Um cervo está pulando sobre o muro	Um cervo está saltando sobre uma cerca de ferro	3.8
4356	O homem está concedendo uma entrevista	Não tem nenhum carro branco sendo dirigido pelo homem	1.0
4357	A mulher não está tocando um violão, que é acústico, ou cantando	Uma pessoa está tocando um violão e cantando	2.9
4358	O praticante de snowboard não está saltando sobre da neve branca	O praticante de snowboard está saltando sobre da neve branca	3.6
4359	Um grupo de crianças está brincando em um quintal e um homem velho está parado ao fundo	Não tem nenhum menino brincando ao ar livre e não tem nenhum homem sorrindo	3.3
4360	Uma criança está tocando um instrumento	Não tem nenhum jovem menino tocando um instrumento de sopro	3.6
4361	Algumas mulheres estão falando	Os homens estão falando	3.0
4362	Uma pessoa forte está deixando o batedor na tigela perto dos ovos	Uma pessoa está mexendo fortemente ovos em uma tigela	3.6
4363	Um porquinho-da-índia está comendo uma cenoura	Não tem nenhum porquinho-da-índia comendo uma cenoura	4.4
4364	Não há nenhum gato tocando teclados	Um gato está tocando um piano	3.0
4365	A mulher está pegando o canguru	A mulher está pegando um bebê canguru	4.8
4366	Não tem nenhum homem de chapéu tocando harpa	Um homem de chapéu está tocando harpa	3.7
4367	Uma mulher está tocando flauta	Uma mulher está se livrando de uma flauta	4.0
4368	Não tem nenhuma mulher esfregando uma abobrinha com uma escova de legumes	Uma pessoa está esfregando uma abobrinha	3.8
4369	Um homem está parado	Um homem está correndo	2.4
4370	O texugo está cavando um buraco	O texugo não está cavando um buraco	4.0
4371	O homem está apagando o trabalho de outro homem do painel	O homem está apagando o desenho no quadro	3.5
4372	Uma senhora magra está organizando juntas cenouras orientais cortadas	Uma mulher está fatiando uma cenoura	3.3
4373	Um homem está chutando uma bola de futebol de campo	Um homem está fazendo alguns truques com uma bola de futebol de campo	3.8
4374	A menina está andando de cavalo	O homem está andando de cavalo	2.9
4375	Um homem está tocando um violão	Um homem de chapéu está tocando harpa	2.7
4376	Um bebê e um adulto estão sendo seguidos por um rinoceronte	Um bebê rinoceronte está seguindo um rinoceronte adulto	2.9
4377	Alguém está tocando um piano	Não tem ninguém tocando um piano	3.0
4378	Uma mulher está passeando com o cachorro na rua	A mulher não está passeando o cachorro	2.6
4379	Uma mulher está descascando uma batata	Uma mulher está distraidamente descascando uma batata	4.6
4380	Uma mulher não está picando uma cebola	Uma mulher está picando uma cebola	3.5
4381	Não tem nenhum homem tocando o violão	Uma mulher está passando batom	1.0
4382	Uma menina está vestindo uma camiseta e tem a sua boca aberta	Não tem nenhuma menina usando uma camisa e mantendo sua boca aberta	3.9
4383	Um homem está tocando o violão	O homem está tocando um violão que é acústico	4.3
4384	Um artista corajoso está empinando uma motocicleta sobre um homem de macacão azul	Um homem de macacão azul está corajosamente empinando uma motocicleta	3.6
4385	Alguns filhotes de gato estão comendo	Os filhotes de gatos nas bandejas estão sendo comidos como alimentos para uma propaganda	2.7
4386	O homem está operando uma máquina de taquigrafria	O homem está operando cautelosamente uma máquina de taquigrafia	4.5
4387	Um homem está falando	Um homem está em silêncio	3.3
4388	Uma menina adolescente está guardando miçangas que são vermelhas	Uma jovem senhora com cabelo castanho claro está usando um colar vermelho, um moletom e brincos e está sorrindo	2.0
4389	Um menino está escalando para cima de uma parede de escalada e está preso a uma corda	Um menino pequeno e medroso está no chão	2.6
4390	Uma mulher está fatiando uma pimenta grande	Uma mulher está fatiando um dente de alho	3.2
4391	Um menino está tocando um violão	Não tem nenhum menino tocando um violão	3.3
4392	Uma pessoa está levantando um bife com água	Um homem não está enxaguando um bife grande	3.3
4393	Um teclado eletrônico está sendo tocado por um homem	Um homem está tocando uma flauta	2.9
4394	A noiva e o noivo estão partindo após o casamento	A noiva está deixando o noivo após o casamento	3.2
4395	O homem está apagando o trabalho de outro homem na lousa	O homem está limpando o desenho da lousa	3.8
4396	O equipamento de escalada para resgatar um homem está pendurado em uma pedra branca, vertical	Um homem com equipamento usado para escalada está pendurado em uma rocha branca e vertical	3.2
4397	Uma pessoa com equipamento de escalada rosa passou a corda pela rocha	Uma pessoa está escalando uma rocha com uma corda, que é rosa	3.4
4398	Uma mulher está escovando seus pés	Uma mulher está escovando sua mão	3.2
4399	Uma menina de uniforme, que é azul, está levantando seu braço	Uma menina em um uniforme, que é azul, está rapidamente levantando seu braço	4.5
4400	Um motociclista sem capacete está esperando em uma moto azul perto da estrada	Um motociclista de capacete vermelho está andando em uma motocicleta azul pela estrada	3.7
4401	Não tem nenhuma mulher fatiando um dente de alho	Uma mulher está fatiando uma pimenta grande	2.3
4402	Um homem está usando um capacete preto e empurrando uma bicicleta	Não tem nenhum homem usando um capacete preto e empurrando uma bicicleta	3.1
4403	Duas crianças estão brincando em uma piscina com uma boia de crocodilo colorida de verde	Dois crocodilos estão nadando em uma piscina verde perto de crianças brincando	3.5
4404	Não tem nenhuma mulher descascando uma batata	Uma mulher está descascando uma batata	3.2
4405	Um homem está espalhando manteiga em um pedaço de pão que é grande	O homem não está espalhando manteiga no pão	3.4
4406	O praticante de snowboard está saltando sobre da neve branca	O praticante de snowboard não está saltando sobre da neve branca	3.6
4407	Uma jovem mulher está tocando o violão	O homem está intensamente tocando o violão	3.4
4408	Duas mulheres estão falando	Dois homens estão tocando violão	1.3
4409	Alguém está em uma motocicleta preta e branca e está sentado no assento	Um motociclista está de pé no banco de uma motocicleta branca	3.7
4410	A mulher está dançando	Uma mulher está dançando numa gaiola	4.4
4411	Uma mulher está negando as bolas de vôlei para outra mulher	Uma mulher está entregando bolas de vôlei para outra mulher	3.2
4412	Um gato está se afastando de um pouco de milho	Um gato está comendo milho na espiga	3.8
4413	Um homem está atenciosamente tirando fotos de um lago	O homem está configurando a câmera e tirando fotos do pôr-do-sol na praia	3.2
4414	Um homem está caminhando do lado de fora	Não tem nenhum homem andando do lado de fora	4.6
4415	Um cachorro que tem pelagem castanha e branca está trotando pelo raso	Um cachorro branco e castanho está andando pela água com dificuldade	3.7
4416	Um leão está andando lentamente	Um leão está cansadamente andando ansiosamente em uma jaula	4.0
4417	A senhora está quebrando ovos crus na tigela	A mulher está guardando os ovos	2.8
4418	Uma sala de aula está cheia de estudantes	Uma sala de aula está vazia	2.3
4419	A mulher com uma faca está fatiando uma pimenta	Uma mulher está fatiando uma pimenta verde	4.4
4420	Três homens estão praticando karatê em um campo	Três meninos com uniformes de karatê estão brigando	3.4
4421	Uma menina está penteando o cabelo	Uma menina está escovando seus cabelos	4.43
4422	Um pódio é onde um homem está falando	Um homem está falando em um palco	4.0
4423	Algumas fatias de tofu estão sendo comidas por uma mulher	Tofu está sendo fatiado por uma mulher	3.5
4424	Um homem está tocando uma flauta	Um violão está sendo tocando por um homem	2.2
4425	Um tigre está perambulando sem rumo	Um tigre está andando do lado de fora da gaiola	3.7
4426	Uma mulher não está encenando uma dança	Uma mulher está dançando em um palco	2.8
4427	Duas bicicletas estão sendo pedaladas por duas pessoas	Duas pessoas estão montadas em uma moto	3.8
4428	A cenoura está sendo fatiada por uma mulher	Uma mulher está fatiando uma batata	3.1
4429	A menina está animando o homem de uniforme azul e branco	Uma menina de uniforme, que é azul, está levantando seu braço	3.3
4430	Um homem está perdendo a bola de futebol de campo	Um homem está performando truques com uma bola de futebol	3.5
4431	Um cachorro, que é pequenino, está brincando incansavelmente na grama verde	Um cachorro está perto da bola vermelha no ar	2.9
4432	Uma mulher está sentada e olhando para uma cachoeira	O homem de camiseta cinza está sentado em uma pedra em frente a cachoeira	2.9
4433	Um homem com equipamento usado para escalar está debaixo de uma rocha branca vertical	Uma mulher com um rabo de cavalo está subindo uma parede de pedra	2.7
4434	Uma mulher, que está tirando um cachecol rosa, está parando sua bicicleta em uma ponte feita para pedestres	A mulher usando calça prata, com a boca de sino rosa, e um lenço rosa está andando de bicicleta	2.5
4435	Um homem está posando para ser observado por outro homem	Um homem em uma camisa tingida de roxo está olhando para o homem de camisa preta que está fazendo uma cara engraçada	3.5
4436	Uma mulher está negando as bolas de vôlei para outra mulher	Uma mulher está sacando bolas de vôlei sobre uma rede	3.7
4437	Um homem está tirando fotos de um lago	A foto de um homem está sendo tirada perto de um lago	3.4
4438	A carne está sendo despejada em uma frigideira	Uma mulher está colocando carne em uma frigideira	4.4
4439	O animal com olhos grandes está comendo	Não tem nenhum lêmure comendo	2.3
4440	Um jovem alpinista está fazendo uma parede de escalada para os meninos	O menino jovem está escalando a parede de pedra	3.3
4441	O homem e o menino estão parados no topo das escadas, que estão ao ar livre	O homem e o menino estão de pé embaixo da escada, que é ao ar livre	4.1
4442	Uma senhora nua está andando na frente de diversas pessoas com pintura corporal	Uma jovem mulher de topless está coberta de tinta	3.5
4443	Não tem nenhuma jovem senhora com cabelos castanhos claros usando um colar vermelho, um suéter e brincos e sorrindo	Uma menina adolescente está usando miçangas que são vermelhas	3.2
4444	Uma mulher está rachando alguns ovos em um recipiente	Uma mulher está rachando alguns ovos em uma tigela	4.6
4445	Um homem está parando a bicicleta	Um macaco está andando de bicicleta	2.2
4446	Não tem nenhum homem dançando de cabeça para baixo no teto	Um homem está dançando de cabeça para baixo no teto	3.9
4447	Um músico está tocando dois teclados	Um homem está tocando dois teclados	4.2
4448	A menina está passando lápis de olho em sua pálpebra	A mulher não está passando sombra	3.8
4449	Uma mulher com tranças está escalando uma parede de pedra	Uma mulher com um rabo de cavalo está subindo uma parede de pedra	4.2
4450	A mulher e o homem estão viajando de carro	A mulher e o homem não estão viajando de carro	3.6
4451	Um homem bêbado está molhando cuidadosamente um gato	Um caminhão está descendo rapidamente um morro	1.0
4452	Uma mulher está adicionando ingredientes a uma tigela	Uma mulher está removendo ingredientes de uma tigela	3.3
4453	Uma mulher está usando óculos escuros de tamanho grande e está segurando jornais nas duas mãos	Uma mulher idosa está sem camisa e está desajeitadamente derrubando dois jornais	2.4
4454	Uma mulher está despejando uma mistura em uma tigela e misturando-a	Uma mulher está cozinhando um ovo em uma sautese	2.2
4455	Um homem está subindo uma corda	Um homem está sendo amarrado antes de escalar	3.1
4456	Um homem não está enxaguando um bife grande	Um homem está lavando um grande bife	3.4
4457	Um grande grupo de pessoas asiáticas está comendo em um restaurante	Um pequenino grupo de pessoas está esperando para comer em um restaurante	3.4
4458	Três pessoas estão paradas ao lado de um galho de árvore	Duas crianças e um adulto estão em pé próximos a um galho de árvore	4.6
4459	Um homem está pegando uma lata	Uma mulher está pegando uma lata	3.8
4460	Uma mulher está descascando uma batata	O homem não está fatiando batatas	3.1
4461	Um homem está colocando alho em algumas fatias de pão	Um homem está polvilhando tempero em vários pães fatiados e com manteiga	3.9
4462	Um homem está quebrando uma mão de madeira contra uma placa	Um homem está quebrando mesas de madeira com sua mão	3.1
4463	Dois homens estão lutando com os punhos em um ringue	Ninguém está lutando com os punhos em um ringue	3.6
4464	Dois cachorros de raças diferentes estão olhando com raiva um para o outro através da rua	Um cachorro, que é preto, e um branco estão encarando um ou outro na rua	3.9
4465	Três meninas jovens estão dançando no cômodo	Três meninas adolescentes estão dançando na sala	4.6
4466	Dois homens estão fazendo um esquete engraçado com um boxeador na frente de uma multidão de pessoas	Os meninos não estão dançando na frente de algumas pessoas	1.6
4467	Um tigre está andando do lado de fora da gaiola	Um tigre está perambulando sem rumo	3.7
4468	Não tem nenhum homem correndo na estrada	Um homem está correndo na estrada	3.6
4469	Uma mulher está falando em um telefone	Dois meninos assustados estão conversando no telefone	2.7
4470	Uma pessoa está andando de motocicleta	Uma pessoa está picando uma cebola	1.4
4471	Dois homens estão andando em uma estrada nevada	Dois homens com bicicletas estão do lado de uma estrada nevada	3.9
4472	Um cachorro que tem pelagem castanha e branca está trotando pelo raso	Um homem branco está passeando com um cachorro pela água marrom com dificuldade	2.3
4473	Uma criança está segurando uma pistola de água	Não tem nenhuma criança segurando uma pistola de água ou sendo pulverizada com água	4.08
4474	O homem não está fazendo exercícios de chão	O homem está fazendo exercícios no chão	4.1
4475	O homem está despejando óleo em alguns tomates	Alguém está despejando óleo de tomate no homem	3.1
4476	Algumas crianças estão pulando em um trampolim	Alguns meninos estão brincando no trampolim	4.4
4477	Não tem nenhum trem de brinquedo batendo em um carro de brinquedo	Um trem de brinquedo está atingindo um carro de brinquedo	3.1
4478	Um cachorro está mordendo uma lata	Um cachorro está se aproximando de uma panela de comida	3.2
4479	Uma menina de uniforme, que é azul, está levantando seu braço	A menina está animando o homem de uniforme azul e branco	3.3
4480	Um egípcio está vestindo uma toca de mulher	A mulher está usando óculos e uma touca preta	3.1
4481	Uma banda está apresentando-se no palco	Uma banda não está tocando em um palco	4.6
4482	O homem está fazendo um truque de magia	Alguns homens perigosos com facas estão jogando uma bicicleta contra uma árvore	1.5
4483	A pessoa está fatiando um dente de alho em pedaços	Um pimentão está sendo cortado em pedaços por uma pessoa	2.8
4484	Um homem de camisa roxa está tingindo de preto outra camisa, que tem estampado um homem olhando para um cachorro fazendo uma cara engraçada	Um homem fazendo uma pose está sendo observado por outro homem	1.9
4485	Uma mulher está sentada e olhando para a cachoeira	O homem de camiseta cinza está sentado em uma pedra em frente a cachoeira	2.69
4486	A pessoa está praticando tocar violão	O violão está sendo tocado por uma senhora	4.1
4487	Não tem nenhuma mulher tocando uma flauta	Uma mulher está tocando flauta	3.4
4488	Um menino pequeno está pulando em uma poça na rua	Uma criança jovem está usando botas verdes e brincando em uma poça cheia de lama	3.8
4489	Uma mulher está secando ovos	Uma mulher está fervendo ovos	3.4
4490	Um homem está pulando atleticamente uma parede	Um homem está pulando em uma parede baixa	4.0
4491	Dois homens estão segurando bicicletas e parados ao lado de uma estrada coberta de neve	Dois homens estão fazendo uma pausa da viagem em uma estrada nevada	3.8
4492	Uma pessoa está fazendo um truque com alguns cartões	Um homem está fritando uma tortilha	1.0
4493	Um homem está parado	Um homem está dançando na estrada	2.4
4494	Uma menina, que é pequena, está tocando piano	Uma menina pequena está tocando um piano de cauda no palco	4.5
4495	Um homem está descendo uma corda	Um homem está escalando para cima em uma corda	3.8
4496	Dois cachorros castanhos estão disputando uma bola vermelha e estão brincando na grama	Não tem nenhum cachorro brincando com uma bola vermelha	2.5
4497	Dois homens estão segurando varas de pesca e equipamentos de pesca	Dois homens estão de pé perto da água e estão segurando varas de pesca	3.9
4498	Algumas mulheres estão falando	Algumas mulheres velhas estão falando	4.4
4499	Um grupo de pessoas está equipado com equipamentos de segurança	Um grupo de pessoas está equipado com equipamento que não protege	3.5
4500	O violão está sendo tocado por um homem	Um barco está ancorado	1.0
4501	Um homem de macacão azul está corajosamente empinando uma motocicleta	O homem está no chão, que é praticamente árido, filmando uma empinada de uma motocicleta	2.6
4502	Um homem e uma mulher estão caminhando pela floresta	Um homem está acompanhando uma mulher pela floresta	4.6
4503	A pessoa que está praticando não gosta do violão	A pessoa está praticando tocar violão	3.3
4504	Um carro branco está sendo dirigido por um homem	O entrevistador está concedendo uma pausa ao homem	1.6
4505	Um homem está imprudentemente cavalgando um cavalo	O elefante está sendo conduzido sobre uma mulher	1.5
4506	Uma mulher está cozinhando ovos	A mulher está cozinhando cuidadosamente alguma coisa	3.9
4507	O homem está comendo cereal	Um homem está comendo uma tigela de cereal	4.8
4508	Alguém está batendo um ovo	Ninguém está batendo um ovo	3.2
4509	Uma pessoa está tocando trompete	Um homem está tocando o violão	2.7
4510	Uma pessoa não está rapidamente picando cogumelos com uma faca	Um homem está picando rapidamente alguns cogumelos com uma faca	4.0
4511	Não tem cachorros de diferentes raças se entreolhando através da rua	Um cachorro, que é preto, e um branco estão encarando um ou outro na rua	3.4
4512	O homem e o menino estão de pé embaixo da escada, que é ao ar livre	Uma palestra sobre um adulto e um menino está sendo dada em um anfiteatro	1.5
4513	Não tem nenhum homem despejando óleo em uma frigideira	Um homem está despejando óleo dentro de uma frigideira	3.2
4514	A senhora não está medindo o tornozelo de outra mulher	A mulher está medindo a outra mulher	2.9
4515	Não tem nenhum homem atirando com armas	Uma mulher está andando a cavalo	1.0
4516	Uma pessoa está colocando carne em uma sautese	Uma pessoa está tirando a carne da sautese	3.5
4517	A pessoa está desenhando	Um homem está desenhando uma imagem	4.6
4518	Um homem com equipamento usado para escalada está pendurado em uma rocha branca e vertical	O equipamento de escalada para resgatar um homem está pendurado em uma pedra branca, vertical	3.2
4519	Um homem está parando um cavalo	Um homem está andando a cavalo	3.63
4520	Não tem nenhum homem dançando na estrada	Um homem está dançando na estrada	3.0
4521	A mulher está medindo um homem	A mulher está medindo a outra mulher	3.5
4522	Duas pessoas estão sentadas confortavelmente no banco	Um homem e uma mulher estão sentados confortavelmente no banco	4.6
4523	Não tem nenhuma mulher mergulhando um camarão na massa	Um homem está dirigindo um carro	1.0
4524	Um homem está jogando beisebol com uma flauta	Um homem está jogando futebol de campo	1.97
4525	Um homem está falando com uma menina usando uma câmera de internet	Um menino na adolescência está falando com uma menina com uma câmera de internet	3.9
4526	Não tem nenhum cachorro branco e castanho andando ansiosamente com dificuldade na água	Um cachorro branco e castanho está andando pela água com dificuldade	2.6
4527	Um bebê está sentado	Um bebê está engatinhando feliz	3.0
4528	Um homem está tocando um violão no palco	Uma pessoa tem cabelo loiro e esvoaçante e está tocando violão	3.0
4529	Um homem de macacão azul está corajosamente empinando uma motocicleta	O homem está empinando uma motocicleta num chão que é praticamente árido	3.7
4530	Não há nenhuma criança pulando em um trampolim	Várias crianças estão pulando em um trampolim	3.2
4531	Dois cachorros estão brincando perto de uma planta	Um cachorro está saltando alto no ar e outro está observando	2.8
4532	Um homem não está sentado confortavelmente na mesa	Um homem usando uma camisa tingida de preto está sentado à mesa e rindo	3.0
4533	O gato empoleirado na mesa está olhando pela janela	Não tem nenhum gato branco empoleirado em um pequenino armário de madeira olhando para fora da janela	3.9
4534	O equipamento na frente da menina loira dançando está tocando	A menina loira está dançando em frente ao equipamento de som	3.9
4535	O homem está despejando óleo em alguns tomates	Não tem nenhum homem despejando um pouco de óleo nos tomates	3.3
4536	Um homem está chorando	Um homem está rindo	2.5
4537	Dois homens estão conversando	Violão está sendo tocado por dois homens	1.45
4538	Um homem e uma mulher estão sentados	Uma mulher e um homem estão caminhando	3.1
4539	Um casal está correndo em direção ao oceano	Um homem e uma mulher estão de pé juntos e de mãos dadas	2.4
4540	Uma mulher está fatiando uma pimenta grande	Não tem nenhuma mulher fatiando um dente de alho	2.3
4541	Um homem sentado está ocupado escrevendo algo em uma área coberta por tinta	Um homem está sentado perto de uma bicicleta e escrevendo uma nota	3.2
4542	Um barco está ancorado	O violão está sendo tocado por um homem	1.0
4543	Uma mulher está colocando maquiagem	Uma mulher está tirando sombra	3.6
4544	A mulher está despejando óleo em uma sautese	A mulher não está despejando óleo em uma sautese	3.6
4545	A mulher está usando óculos e uma touca preta	Uma mulher negra está usando óculos sobre a bandana	3.7
4546	Duas equipes estão jogando futebol de campo	Não tem nenhum time jogando futebol de campo	2.8
4547	Uma banda está tocando no palco	Não tem nenhuma banda tocando	4.1
4548	Uma pessoa está embrulhando uma tortilha	Um homem está desdobrando uma tortilha	4.1
4549	A mulher está pondo uma tigela com uma rachadura perto de um ovo	Uma mulher está quebrando um ovo em uma tigela	3.2
4550	Uma família está assistindo um menino pequeno que está batendo em uma bola de beisebol	Um menino pequeno está assistindo uma família que está batendo em uma bola de beisebol	3.7
4551	Duas mulheres estão brigando em uma partida de kickboxing	Duas pessoas estão lutando kickboxing e espectadores estão assistindo	3.9
4552	Uma menina está cortando a manteiga em dois pedaços	Tofu está sendo fatiado por uma mulher	2.1
4553	Alguém está coçando as costas de um animal	Uma mulher está acariciando um lêmure	3.3
4554	A mulher está cortando uma cenoura	A mulher não está cortando uma cenoura	3.7
4555	Um homem e uma mulher estão correndo juntos e de mãos dadas	Um casal está correndo em direção à água	3.6
4556	A peça é sobre um menino feliz tocando piano	Um menino está tocando animadamente o piano	2.8
4557	Um homem está espalhando manteiga em um pedaço de pão que é grande	O homem está espalhando descuidadamente a manteiga em uma fatia de pão de alho	4.0
4558	O homem está despejando um pouco de óleo nos tomates	O homem está despejando óleo em alguns tomates	4.6
4559	Um homem está cortando uma árvore com um machado	Um homem está aguando uma árvore	2.6
4560	Um cachorro está pulando em um trampolim	Um cachorro está pulando em um trampolim de mergulho	2.4
4561	Um casal casado está caminhando corredor acima	A noiva e o noivo estão partindo após o casamento	3.9
4562	Dois homens estão fazendo uma pausa da viagem em uma estrada nevada	Dois homens estão andando em uma estrada nevada	3.3
4563	Um homem está falando em um palco	Não tem nenhum homem falando no palco	3.8
4564	Dois homens estão de pé perto da água e estão segurando varas de pesca	Dois homens não estão segurando varas de pescar	3.6
4565	Um homem está dançando de cabeça para baixo no teto	Não tem nenhum homem dançando de cabeça para baixo no teto	3.9
4566	Uma criança está segurando uma pistola de água	Uma criança risonha está segurando uma pistola de água e sendo espirrada com água	4.5
4567	Três mulheres estão dançando	O homem não está dançando	2.9
4568	Dois cachorros estão correndo e levando um objeto em suas bocas	Não tem nenhum cachorro correndo e carregando um objeto na boca	3.5
4569	Um homem está ligando o micro-ondas	Um homem está sendo empurrado em direção aos botões de um micro-ondas	3.4
4570	Uma menina pequena está tocando um piano de cauda no palco	Não tem nenhuma menina pequena tocando num piano de cauda no palco	2.8
4571	Um leão está cansadamente andando ansiosamente em uma jaula	Não tem nenhum leão andando	2.8
4572	Duas crianças jovens estão comendo enroladinhos	Duas crianças jovens estão jejuando	2.8
4573	Não tem nenhum homem imprudentemente andando a cavalo	O elefante está sendo montado pela mulher	1.8
